0 1 2
5 54 9
5 55 6
5 56 6
5 57 4
5 58 10
5 59 2
5 60 9
5 61 8
5 62 1
5 63 7
5 64 9
5 65 1
5 66 1
5 67 2
5 68 6
5 69 7
5 70 5
5 71 4
5 72 7
5 73 8
5 74 9
5 75 10
5 76 7
5 77 6
5 78 3
5 79 2
5 80 7
5 81 9
5 82 3
5 83 8
5 84 6
5 85 4
5 86 8
5 87 8
5 88 3
5 89 7
5 90 8
5 91 3
5 92 7
5 93 6
5 94 10
5 95 1
5 96 3
5 97 4
5 98 10
5 99 10
6 7 4
6 8 7
6 9 5
6 10 2
6 11 3
6 12 10
6 13 6
6 14 5
6 15 1
6 16 2
6 17 9
6 18 7
6 19 3
6 20 2
6 21 7
6 22 1
6 23 10
6 24 10
6 25 5
6 26 5
6 27 7
6 28 1
6 29 5
6 30 4
6 31 8
6 32 10
6 33 10
6 34 2
6 35 6
6 36 5
6 37 1
6 38 10
6 39 6
6 40 5
6 41 9
6 42 6
6 43 1
6 44 1
6 45 3
6 46 7
6 47 4
6 48 10
6 49 4
6 50 6
6 51 9
6 52 6
6 53 7
6 54 10
6 55 6
6 56 8
6 57 8
6 58 8
6 59 7
6 60 6
6 61 10
6 62 10
6 63 4
6 64 1
6 65 10
6 66 1
6 67 1
6 68 5
6 69 2
6 70 3
6 71 9
6 72 4
6 73 5
6 74 2
6 75 4
6 76 9
6 77 3
6 78 7
6 79 7
6 80 6
6 81 9
6 82 3
6 83 5
6 84 8
6 85 7
6 86 5
6 87 6
6 88 7
6 89 7
6 90 9
6 91 6
6 92 5
6 93 1
6 94 9
6 95 9
6 96 7
6 97 2
6 98 7
6 99 8
7 8 3
7 9 4
7 10 1
7 11 4
7 12 9
7 13 1
7 14 10
7 15 10
7 16 7
7 17 2
7 18 10
7 19 5
7 20 6
7 21 1
7 22 5
7 23 8
7 24 9
7 25 7
7 26 9
7 27 7
7 28 3
7 29 2
7 30 2
7 31 2
7 32 2
7 33 10
7 34 1
7 35 10
7 36 10
7 37 4
7 38 3
7 39 4
7 40 6
7 41 1
7 42 2
7 43 10
7 44 7
7 45 10
7 46 9
7 47 5
7 48 3
7 49 3
7 50 4
7 51 7
7 52 3
7 53 4
7 54 3
7 55 5
7 56 3
7 57 5
7 58 10
7 59 5
7 60 8
7 61 9
7 62 8
7 63 8
7 64 8
7 65 10
7 66 2
7 67 4
7 68 4
7 69 2
7 70 7
7 71 3
7 72 8
7 73 6
7 74 2
7 75 9
7 76 6
7 77 2
7 78 7
7 79 2
7 80 8
7 81 9
7 82 1
7 83 7
7 84 2
7 85 10
7 86 9
7 87 10
7 88 4
7 89 8
7 90 5
7 91 8
7 92 1
7 93 2
7 94 5
7 95 10
7 96 2
7 97 1
7 98 9
7 99 2
8 9 6
8 10 7
8 11 5
8 12 6
8 13 9
8 14 9
8 15 8
8 16 2
8 17 6
8 18 6
8 19 4
8 20 8
8 21 9
8 22 8
8 23 7
8 24 2
8 25 7
8 26 3
8 27 3
8 28 8
8 29 5
8 30 6
8 31 1
8 32 10
8 33 3
8 34 6
8 35 6
8 36 1
8 37 3
8 38 8
8 39 3
8 40 9
8 41 1
8 42 4
8 43 7
8 44 10
8 45 10
8 46 3
8 47 2
8 48 9
8 49 9
8 50 3
8 51 10
8 52 7
8 53 7
8 54 6
8 55 7
8 56 4
8 57 3
8 58 9
8 59 4
8 60 10
8 61 2
8 62 2
8 63 2
8 64 7
8 65 4
8 66 3
8 67 6
8 68 8
8 69 7
8 70 1
8 71 5
8 72 1
8 73 10
8 74 3
8 75 7
8 76 2
8 77 1
8 78 5
8 79 8
8 80 7
8 81 6
8 82 4
8 83 8
8 84 4
8 85 1
8 86 3
8 87 8
8 88 2
8 89 10
8 90 6
8 91 9
8 92 5
8 93 3
8 94 6
8 95 4
8 96 1
8 97 5
8 98 9
8 99 4
9 10 7
9 11 2
9 12 8
9 13 10
9 14 9
9 15 1
9 16 4
9 17 1
9 18 7
9 19 6
9 20 7
9 21 8
9 22 4
9 23 3
9 24 10
9 25 8
9 26 5
9 27 7
9 28 10
9 29 4
9 30 7
9 31 6
9 32 2
9 33 2
9 34 1
9 35 1
9 36 4
9 37 3
9 38 10
9 39 8
9 40 1
9 41 1
9 42 6
9 43 1
9 44 5
9 45 3
9 46 6
9 47 6
9 48 2
9 49 6
9 50 6
9 51 10
9 52 10
9 53 7
9 54 7
9 55 8
9 56 1
9 57 3
9 58 10
9 59 6
9 60 2
9 61 2
9 62 1
9 63 8
9 64 7
9 65 4
9 66 3
9 67 10
9 68 4
9 69 4
9 70 3
9 71 9
9 72 1
9 73 1
9 74 3
9 75 1
9 76 6
9 77 8
9 78 8
9 79 2
9 80 8
9 81 5
9 82 2
9 83 1
9 84 8
9 85 7
9 86 10
9 87 6
9 88 8
9 89 4
9 90 9
9 91 6
9 92 9
9 93 3
9 94 10
9 95 1
9 96 4
9 97 4
9 98 4
9 99 8
10 11 7
10 12 2
10 13 5
10 14 9
10 15 3
10 16 1
10 17 10
10 18 8
10 19 5
10 20 10
10 21 8
10 22 4
10 23 4
10 24 3
10 25 5
10 26 8
10 27 6
10 28 3
10 29 2
10 30 5
10 31 7
10 32 8
10 33 8
10 34 2
10 35 9
10 36 9
10 37 3
10 38 2
10 39 7
10 40 8
10 41 3
10 42 10
10 43 6
10 44 10
10 45 5
10 46 10
10 47 5
10 48 6
10 49 4
10 50 5
10 51 9
10 52 10
10 53 4
10 54 7
10 55 5
10 56 10
10 57 5
10 58 5
10 59 10
10 60 6
10 61 2
10 62 6
10 63 2
10 64 8
10 65 2
10 66 1
10 67 4
10 68 1
10 69 7
10 70 10
10 71 4
10 72 5
10 73 1
10 74 6
10 75 2
10 76 5
10 77 7
10 78 2
10 79 5
10 80 4
10 81 6
10 82 2
10 83 9
10 84 7
10 85 9
10 86 4
10 87 7
10 88 2
10 89 2
10 90 8
10 91 6
10 92 9
10 93 6
10 94 1
10 95 2
10 96 1
10 97 4
10 98 7
10 99 3
11 12 6
11 13 2
11 14 4
11 15 2
11 16 7
11 17 10
11 18 10
11 19 1
11 20 2
11 21 4
11 22 4
11 23 9
11 24 8
11 25 6
11 26 8
11 27 5
11 28 2
11 29 1
11 30 4
11 31 5
11 32 8
11 33 8
11 34 8
11 35 1
11 36 10
11 37 4
11 38 9
11 39 10
11 40 10
11 41 2
11 42 1
11 43 1
11 44 1
11 45 6
11 46 4
11 47 10
11 48 4
11 49 5
11 50 10
11 51 10
11 52 2
11 53 7
11 54 9
11 55 3
11 56 6
11 57 7
11 58 3
11 59 3
11 60 2
11 61 1
11 62 1
11 63 8
11 64 7
11 65 8
11 66 4
11 67 1
11 68 7
11 69 6
11 70 4
11 71 7
11 72 3
11 73 9
11 74 3
11 75 10
11 76 9
11 77 6
11 78 9
11 79 2
11 80 3
11 81 6
11 82 8
11 83 3
11 84 6
11 85 5
11 86 3
11 87 3
11 88 10
11 89 2
11 90 8
11 91 5
11 92 8
11 93 6
11 94 3
11 95 3
11 96 8
11 97 5
11 98 7
11 99 8
12 13 1
12 14 2
12 15 4
12 16 10
12 17 9
12 18 5
12 19 2
12 20 3
12 21 10
12 22 3
12 23 8
12 24 7
12 25 9
12 26 9
12 27 7
12 28 4
12 29 1
12 30 3
12 31 1
12 32 2
12 33 1
12 34 3
12 35 7
12 36 3
12 37 1
12 38 8
12 39 5
12 40 10
12 41 1
12 42 3
12 43 9
12 44 6
12 45 10
12 46 4
12 47 1
12 48 9
12 49 8
12 50 1
12 51 2
12 52 7
12 53 9
12 54 3
12 55 7
12 56 6
12 57 8
12 58 7
12 59 1
12 60 10
12 61 2
12 62 1
12 63 10
12 64 5
12 65 7
12 66 7
12 67 2
12 68 4
12 69 1
12 70 10
12 71 10
12 72 8
12 73 8
12 74 2
12 75 7
12 76 10
12 77 5
12 78 1
12 79 3
12 80 8
12 81 10
12 82 5
12 83 10
12 84 1
12 85 3
12 86 9
12 87 9
12 88 1
12 89 4
12 90 8
12 91 10
12 92 3
12 93 4
12 94 9
12 95 3
12 96 10
12 97 5
12 98 4
12 99 1
13 14 8
13 15 5
13 16 7
13 17 6
13 18 10
13 19 1
13 20 4
13 21 4
13 22 8
13 23 7
13 24 6
13 25 10
13 26 8
13 27 1
13 28 6
13 29 3
13 30 7
13 31 8
13 32 8
13 33 2
13 34 10
13 35 1
13 36 4
13 37 8
13 38 1
13 39 5
13 40 2
13 41 2
13 42 10
13 43 9
13 44 8
13 45 4
13 46 9
13 47 8
13 48 2
13 49 6
13 50 10
13 51 4
13 52 9
13 53 6
13 54 2
13 55 7
13 56 6
13 57 7
13 58 5
13 59 1
13 60 6
13 61 7
13 62 1
13 63 6
13 64 10
13 65 2
13 66 3
13 67 7
13 68 1
13 69 7
13 70 1
13 71 1
13 72 4
13 73 8
13 74 1
13 75 9
13 76 1
13 77 2
13 78 1
13 79 10
13 80 3
13 81 9
13 82 6
13 83 2
13 84 10
13 85 5
13 86 6
13 87 5
13 88 2
13 89 5
13 90 10
13 91 3
13 92 2
13 93 8
13 94 10
13 95 9
13 96 2
13 97 5
13 98 2
13 99 1
14 15 9
14 16 9
14 17 10
14 18 3
14 19 8
14 20 2
14 21 3
14 22 1
14 23 7
14 24 10
14 25 7
14 26 6
14 27 10
14 28 7
14 29 1
14 30 10
14 31 9
14 32 9
14 33 10
14 34 7
14 35 10
14 36 5
14 37 8
14 38 7
14 39 8
14 40 10
14 41 2
14 42 10
14 43 4
14 44 10
14 45 4
14 46 1
14 47 10
14 48 8
14 49 5
14 50 9
14 51 7
14 52 8
14 53 2
14 54 2
14 55 6
14 56 4
14 57 7
14 58 5
14 59 2
14 60 9
14 61 4
14 62 8
14 63 7
14 64 4
14 65 2
14 66 2
14 67 9
14 68 2
14 69 8
14 70 3
14 71 7
14 72 7
14 73 4
14 74 4
14 75 1
14 76 6
14 77 4
14 78 5
14 79 6
14 80 4
14 81 8
14 82 9
14 83 1
14 84 2
14 85 9
14 86 10
14 87 9
14 88 6
14 89 3
14 90 4
14 91 2
14 92 7
14 93 1
14 94 8
14 95 4
14 96 2
14 97 10
14 98 8
14 99 8
15 16 7
15 17 8
15 18 8
15 19 7
15 20 6
15 21 7
15 22 6
15 23 4
15 24 4
15 25 6
15 26 7
15 27 6
15 28 10
15 29 3
15 30 9
15 31 2
15 32 5
15 33 4
15 34 10
15 35 9
15 36 9
15 37 10
15 38 3
15 39 8
15 40 8
15 41 3
15 42 8
15 43 3
15 44 1
15 45 2
15 46 1
15 47 7
15 48 10
15 49 4
15 50 2
15 51 2
15 52 9
15 53 8
15 54 2
15 55 10
15 56 8
15 57 9
15 58 8
15 59 2
15 60 2
15 61 9
15 62 4
15 63 3
15 64 4
15 65 8
15 66 8
15 67 6
15 68 3
15 69 8
15 70 3
15 71 6
15 72 3
15 73 3
15 74 3
15 75 10
15 76 10
15 77 2
15 78 6
15 79 4
15 80 4
15 81 1
15 82 4
15 83 1
15 84 8
15 85 1
15 86 7
15 87 8
15 88 4
15 89 10
15 90 10
15 91 9
15 92 3
15 93 9
15 94 4
15 95 6
15 96 1
15 97 2
15 98 5
15 99 9
16 17 5
16 18 10
16 19 5
16 20 9
16 21 10
16 22 2
16 23 10
16 24 9
16 25 10
16 26 8
16 27 7
16 28 10
16 29 2
16 30 6
16 31 10
16 32 7
16 33 8
16 34 7
16 35 7
16 36 3
16 37 1
16 38 10
16 39 7
16 40 6
16 41 2
16 42 7
16 43 9
16 44 8
16 45 2
16 46 10
16 47 7
16 48 10
16 49 3
16 50 4
16 51 10
16 52 7
16 53 10
16 54 1
16 55 4
16 56 10
16 57 2
16 58 10
16 59 9
16 60 1
16 61 6
16 62 6
16 63 5
16 64 9
16 65 6
16 66 6
16 67 4
16 68 10
16 69 4
16 70 3
16 71 5
16 72 5
16 73 4
16 74 6
16 75 6
16 76 5
16 77 7
16 78 10
16 79 9
16 80 6
16 81 6
16 82 3
16 83 1
16 84 4
16 85 7
16 86 2
16 87 2
16 88 6
16 89 7
16 90 9
16 91 2
16 92 9
16 93 1
16 94 3
16 95 4
16 96 10
16 97 4
16 98 3
16 99 2
17 18 2
17 19 8
17 20 3
17 21 9
17 22 4
17 23 2
17 24 3
17 25 4
17 26 6
17 27 3
17 28 9
17 29 8
17 30 5
17 31 8
17 32 3
17 33 6
17 34 8
17 35 2
17 36 3
17 37 10
17 38 8
17 39 7
17 40 1
17 41 2
17 42 7
17 43 5
17 44 8
17 45 9
17 46 10
17 47 8
17 48 8
17 49 4
17 50 3
17 51 7
17 52 1
17 53 6
17 54 6
17 55 2
17 56 1
17 57 2
17 58 5
17 59 4
17 60 3
17 61 7
17 62 6
17 63 2
17 64 9
17 65 3
17 66 1
17 67 9
17 68 10
17 69 8
17 70 2
17 71 8
17 72 5
17 73 10
17 74 1
17 75 3
17 76 5
17 77 9
17 78 2
17 79 1
17 80 9
17 81 4
17 82 4
17 83 8
17 84 7
17 85 5
17 86 8
17 87 10
17 88 8
17 89 10
17 90 8
17 91 7
17 92 1
17 93 7
17 94 10
17 95 3
17 96 6
17 97 4
17 98 5
17 99 3
18 19 4
18 20 1
18 21 10
18 22 4
18 23 6
18 24 1
18 25 8
18 26 4
18 27 2
18 28 3
18 29 2
18 30 10
18 31 4
18 32 3
18 33 7
18 34 5
18 35 9
18 36 8
18 37 10
18 38 2
18 39 1
18 40 9
18 41 6
18 42 1
18 43 1
18 44 10
18 45 5
18 46 1
18 47 8
18 48 10
18 49 6
18 50 8
18 51 9
18 52 4
18 53 9
18 54 10
18 55 1
18 56 3
18 57 10
18 58 5
18 59 7
18 60 5
18 61 4
18 62 7
18 63 6
18 64 3
18 65 10
18 66 7
18 67 2
18 68 10
18 69 3
18 70 3
18 71 8
18 72 8
18 73 9
18 74 10
18 75 8
18 76 7
18 77 7
18 78 1
18 79 9
18 80 4
18 81 1
18 82 7
18 83 7
18 84 10
18 85 8
18 86 6
18 87 9
18 88 2
18 89 3
18 90 3
18 91 2
18 92 8
18 93 8
18 94 9
18 95 5
18 96 7
18 97 3
18 98 5
18 99 5
19 20 10
19 21 2
19 22 9
19 23 6
19 24 4
19 25 9
19 26 4
19 27 8
19 28 2
19 29 8
19 30 5
19 31 8
19 32 9
19 33 6
19 34 6
19 35 6
19 36 9
19 37 5
19 38 4
19 39 6
19 40 4
19 41 2
19 42 4
19 43 2
19 44 2
19 45 5
19 46 2
19 47 9
19 48 4
19 49 4
19 50 7
19 51 6
19 52 3
19 53 4
19 54 8
19 55 1
19 56 7
19 57 3
19 58 3
19 59 9
19 60 3
19 61 8
19 62 3
19 63 10
19 64 3
19 65 9
19 66 2
19 67 7
19 68 7
19 69 10
19 70 5
19 71 9
19 72 10
19 73 4
19 74 1
19 75 9
19 76 8
19 77 2
19 78 1
19 79 5
19 80 4
19 81 7
19 82 9
19 83 3
19 84 9
19 85 1
19 86 3
19 87 7
19 88 6
19 89 9
19 90 8
19 91 9
19 92 3
19 93 2
19 94 10
19 95 5
19 96 10
19 97 9
19 98 8
19 99 1
20 21 1
20 22 7
20 23 7
20 24 6
20 25 7
20 26 4
20 27 9
20 28 8
20 29 9
20 30 5
20 31 4
20 32 5
20 33 5
20 34 3
20 35 7
20 36 6
20 37 4
20 38 7
20 39 1
20 40 9
20 41 6
20 42 9
20 43 8
20 44 2
20 45 8
20 46 4
20 47 5
20 48 8
20 49 5
20 50 1
20 51 7
20 52 1
20 53 2
20 54 6
20 55 3
20 56 1
20 57 7
20 58 5
20 59 9
20 60 5
20 61 3
20 62 1
20 63 3
20 64 7
20 65 8
20 66 6
20 67 5
20 68 5
20 69 4
20 70 5
20 71 6
20 72 8
20 73 1
20 74 5
20 75 7
20 76 9
20 77 9
20 78 7
20 79 4
20 80 2
20 81 4
20 82 10
20 83 2
20 84 5
20 85 7
20 86 1
20 87 4
20 88 10
20 89 5
20 90 1
20 91 1
20 92 10
20 93 3
20 94 2
20 95 10
20 96 6
20 97 2
20 98 9
20 99 7
21 22 3
21 23 1
21 24 4
21 25 6
21 26 9
21 27 4
21 28 5
21 29 3
21 30 3
21 31 1
21 32 5
21 33 9
21 34 5
21 35 3
21 36 1
21 37 7
21 38 6
21 39 9
21 40 6
21 41 1
21 42 5
21 43 6
21 44 3
21 45 7
21 46 4
21 47 9
21 48 3
21 49 5
21 50 4
21 51 9
21 52 1
21 53 5
21 54 3
21 55 1
21 56 7
21 57 6
21 58 10
21 59 7
21 60 4
21 61 5
21 62 8
21 63 4
21 64 9
21 65 6
21 66 1
21 67 4
21 68 7
21 69 2
21 70 10
21 71 6
21 72 6
21 73 4
21 74 4
21 75 2
21 76 2
21 77 1
21 78 3
21 79 1
21 80 9
21 81 9
21 82 6
21 83 1
21 84 3
21 85 4
21 86 7
21 87 8
21 88 6
21 89 3
21 90 6
21 91 6
21 92 1
21 93 2
21 94 8
21 95 3
21 96 6
21 97 4
21 98 2
21 99 3
22 23 6
22 24 9
22 25 10
22 26 10
22 27 2
22 28 7
22 29 4
22 30 8
22 31 6
22 32 9
22 33 4
22 34 2
22 35 8
22 36 4
22 37 9
22 38 8
22 39 6
22 40 3
22 41 10
22 42 3
22 43 3
22 44 10
22 45 1
22 46 7
22 47 10
22 48 9
22 49 8
22 50 1
22 51 3
22 52 3
22 53 5
22 54 5
22 55 8
22 56 5
22 57 1
22 58 3
22 59 5
22 60 5
22 61 4
22 62 1
22 63 6
22 64 8
22 65 2
22 66 6
22 67 9
22 68 6
22 69 8
22 70 7
22 71 8
22 72 3
22 73 3
22 74 5
22 75 2
22 76 5
22 77 10
22 78 2
22 79 7
22 80 3
22 81 8
22 82 5
22 83 9
22 84 2
22 85 1
22 86 5
22 87 2
22 88 8
22 89 8
22 90 8
22 91 4
22 92 5
22 93 9
22 94 7
22 95 4
22 96 4
22 97 4
22 98 10
22 99 8
23 24 4
23 25 2
23 26 4
23 27 6
23 28 7
23 29 1
23 30 9
23 31 6
23 32 4
23 33 9
23 34 10
23 35 1
23 36 10
23 37 5
23 38 2
23 39 2
23 40 10
23 41 2
23 42 4
23 43 6
23 44 2
23 45 3
23 46 2
23 47 3
23 48 4
23 49 4
23 50 8
23 51 6
23 52 1
23 53 6
23 54 7
23 55 7
23 56 4
23 57 3
23 58 5
23 59 10
23 60 7
23 61 2
23 62 2
23 63 5
23 64 5
23 65 2
23 66 4
23 67 2
23 68 7
23 69 6
23 70 10
23 71 4
23 72 3
23 73 5
23 74 6
23 75 10
23 76 8
23 77 9
23 78 2
23 79 5
23 80 4
23 81 1
23 82 4
23 83 10
23 84 4
23 85 1
23 86 7
23 87 1
23 88 1
23 89 6
23 90 2
23 91 4
23 92 1
23 93 4
23 94 6
23 95 3
23 96 7
23 97 9
23 98 5
23 99 2
24 25 4
24 26 4
24 27 3
24 28 2
24 29 8
24 30 3
24 31 4
24 32 8
24 33 3
24 34 10
24 35 7
24 36 3
24 37 4
24 38 5
24 39 5
24 40 3
24 41 9
24 42 8
24 43 9
24 44 10
24 45 10
24 46 3
24 47 9
24 48 6
24 49 5
24 50 9
24 51 9
24 52 3
24 53 5
24 54 10
24 55 4
24 56 9
24 57 8
24 58 4
24 59 6
24 60 2
24 61 9
24 62 4
24 63 10
24 64 4
24 65 1
24 66 3
24 67 5
24 68 2
24 69 9
24 70 9
24 71 5
24 72 2
24 73 1
24 74 8
24 75 1
24 76 8
24 77 7
24 78 2
24 79 8
24 80 4
24 81 3
24 82 7
24 83 9
24 84 7
24 85 10
24 86 3
24 87 6
24 88 4
24 89 10
24 90 3
24 91 7
24 92 6
24 93 7
24 94 8
24 95 6
24 96 7
24 97 2
24 98 6
24 99 6
25 26 6
25 27 5
25 28 3
25 29 8
25 30 1
25 31 6
25 32 4
25 33 3
25 34 9
25 35 2
25 36 4
25 37 6
25 38 2
25 39 4
25 40 3
25 41 1
25 42 1
25 43 9
25 44 2
25 45 6
25 46 10
25 47 7
25 48 5
25 49 9
25 50 7
25 51 3
25 52 1
25 53 4
25 54 1
25 55 2
25 56 6
25 57 7
25 58 10
25 59 8
25 60 8
25 61 3
25 62 9
25 63 10
25 64 10
25 65 4
25 66 4
25 67 1
25 68 7
25 69 4
25 70 3
25 71 5
25 72 4
25 73 5
25 74 5
25 75 10
25 76 4
25 77 3
25 78 9
25 79 9
25 80 10
25 81 8
25 82 9
25 83 9
25 84 9
25 85 1
25 86 8
25 87 3
25 88 1
25 89 4
25 90 1
25 91 2
25 92 7
25 93 9
25 94 9
25 95 3
25 96 8
25 97 9
25 98 3
25 99 2
26 27 6
26 28 10
26 29 5
26 30 3
26 31 3
26 32 4
26 33 2
26 34 3
26 35 9
26 36 10
26 37 4
26 38 2
26 39 6
26 40 10
26 41 4
26 42 6
26 43 8
26 44 3
26 45 6
26 46 9
26 47 7
26 48 3
26 49 10
26 50 7
26 51 5
26 52 4
26 53 4
26 54 5
26 55 9
26 56 1
26 57 9
26 58 5
26 59 4
26 60 7
26 61 8
26 62 1
26 63 3
26 64 2
26 65 1
26 66 8
26 67 9
26 68 1
26 69 7
26 70 4
26 71 6
26 72 2
26 73 5
26 74 2
26 75 1
26 76 6
26 77 7
26 78 3
26 79 6
26 80 10
26 81 5
26 82 6
26 83 1
26 84 10
26 85 1
26 86 2
26 87 9
26 88 3
26 89 10
26 90 3
26 91 8
26 92 6
26 93 9
26 94 6
26 95 5
26 96 8
26 97 6
26 98 6
26 99 8
27 28 7
27 29 7
27 30 7
27 31 3
27 32 3
27 33 9
27 34 4
27 35 2
27 36 8
27 37 8
